Format Version,1.1,Take Name,Take 2016-04-07 09.30.11 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 09.30.11.679 PM,Total Frames,8363,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10008,Marker_10008,Marker_10008,Marker_10009,Marker_10009,Marker_10009,Marker_10010,Marker_10010,Marker_10010
,,"8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E3570271A","8392B20CF49E3570271A","8392B20CF49E3570271A"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
1637,13.641667,-0.836162,2.146742,-3.424363,,,,,,
1638,13.650000,-0.835295,2.147530,-3.430583,,,,,,
1639,13.658333,-0.833928,2.147963,-3.437097,,,,,,
1640,13.666667,-0.832745,2.148692,-3.443943,,,,,,
1641,13.675000,-0.831943,2.149659,-3.450004,,,,,,
1642,13.683333,-0.831318,2.150598,-3.456254,,,,,,
1643,13.691667,-0.830572,2.151236,-3.462967,,,,,,
1644,13.700000,-0.831532,2.153116,-3.472052,,,,,,
1645,13.708333,-0.830957,2.154432,-3.478550,,,,,,
1646,13.716667,-0.828057,2.154057,-3.482810,,,,,,
1647,13.725000,-0.826801,2.154706,-3.489838,,,,,,
1648,13.733333,-0.825542,2.155854,-3.495759,,,,,,
1649,13.741667,-0.824009,2.156926,-3.501469,,,,,,
1650,13.750000,-0.823793,2.158562,-3.509689,,,,,,
1651,13.758333,-0.822278,2.159394,-3.515399,,,,,,
1652,13.766667,-0.821070,2.160759,-3.520894,,,,,,
1653,13.775000,-0.818955,2.161458,-3.526392,,,,,,
1654,13.783333,-0.817539,2.162434,-3.531548,,,,,,
1655,13.791667,-0.816896,2.163669,-3.536813,,,,,,
1656,13.800000,-0.813398,2.163677,-3.539726,,,,,,
1657,13.808333,-0.813678,2.165450,-3.546528,,,,,,
1658,13.816667,-0.810751,2.165694,-3.548540,,,,,,
1659,13.825000,-0.809580,2.166550,-3.552795,,,,,,
1660,13.833333,-0.808077,2.167553,-3.556843,,,,,,
1661,13.841667,-0.806566,2.168358,-3.560648,,,,,,
1662,13.850000,-0.805650,2.169080,-3.564634,,,,,,
1663,13.858333,-0.804974,2.169790,-3.567696,,,,,,
1664,13.866667,-0.803675,2.170483,-3.571392,,,,,,
1665,13.875000,-0.802754,2.171131,-3.574270,,,,,,
1666,13.883333,-0.801546,2.171407,-3.577613,,,,,,
1667,13.891667,-0.800557,2.171717,-3.579961,,,,,,
1668,13.900000,-0.799718,2.171866,-3.582438,,,,,,
1669,13.908333,-0.798760,2.171910,-3.584751,,,,,,
1670,13.916667,-0.797473,2.172039,-3.587036,,,,,,
1671,13.925000,-0.795962,2.171866,-3.589431,,,,,,
1672,13.933333,-0.794544,2.171778,-3.591398,,,,,,
1673,13.941667,-0.795209,2.172739,-3.594713,,,,,,
1674,13.950000,-0.794067,2.172759,-3.596010,,,,,,
1675,13.958333,-0.790730,2.171759,-3.595664,,,,,,
1676,13.966667,-0.789271,2.171547,-3.597543,,,,,,
1677,13.975000,-0.787894,2.171492,-3.598940,,,,,,
1678,13.983333,-0.786867,2.171243,-3.600190,,,,,,
1679,13.991667,-0.785885,2.171220,-3.601148,,,,,,
1680,14.000000,-0.784835,2.171089,-3.602521,,,,,,
1681,14.008333,-0.783622,2.170737,-3.604252,,,,,,
1682,14.016667,-0.782396,2.170524,-3.605515,,,,,,
1683,14.025000,-0.781056,2.170334,-3.606678,,,,,,
1684,14.033333,-0.781664,2.171350,-3.609195,,,,,,
1685,14.041667,-0.780442,2.171222,-3.610095,,,,,,
1686,14.050000,-0.777078,2.170176,-3.608596,,,,,,
1687,14.058333,-0.775625,2.170311,-3.609558,,,,,,
1688,14.066667,-0.774490,2.170184,-3.610903,,,,,,
1689,14.075000,-0.773528,2.170139,-3.612228,,,,,,
1690,14.083333,-0.772683,2.170064,-3.613319,,,,,,
1691,14.091667,-0.771661,2.169981,-3.614131,,,,,,
1692,14.100000,-0.770690,2.170068,-3.614682,,,,,,
1693,14.108333,-0.769750,2.170092,-3.615459,,,,,,
1694,14.116667,-0.770454,2.171269,-3.618157,,,,,,
1695,14.125000,-0.769280,2.171096,-3.619083,,,,,,
1696,14.133333,-0.768279,2.170863,-3.620349,,,,,,
1697,14.141667,-0.767082,2.170671,-3.621701,,,,,,
1698,14.150000,-0.763712,2.169743,-3.620455,,,,,,
1699,14.158333,-0.762459,2.169478,-3.621578,,,,,,
1700,14.166667,-0.761089,2.169158,-3.622856,,,,,,
1701,14.175000,-0.759591,2.169088,-3.623947,,,,,,
1702,14.183333,-0.757702,2.169166,-3.624826,,,,,,
1703,14.191667,-0.757784,2.170600,-3.627802,,,,,,
1704,14.200000,-0.753805,2.169321,-3.626629,,,,,,
1705,14.208333,-0.751671,2.169076,-3.627996,,,,,,
1706,14.216667,-0.749628,2.169215,-3.629194,,,,,,
1707,14.225000,-0.747958,2.169632,-3.630433,,,,,,
1708,14.233333,-0.746172,2.170076,-3.630853,,,,,,
1709,14.241667,-0.745868,2.171232,-3.633804,,,,,,
1710,14.250000,-0.741424,2.170417,-3.633327,,,,,,
1711,14.258333,-0.739866,2.170806,-3.634480,,,,,,
1712,14.266667,-0.738299,2.171098,-3.635334,,,,,,
1713,14.275000,-0.735912,2.171255,-3.636585,,,,,,
1714,14.283333,-0.734957,2.172397,-3.639843,,,,,,
1715,14.291667,-0.730904,2.171703,-3.638304,,,,,,
1716,14.300000,-0.728917,2.171959,-3.639584,,,,,,
1717,14.308333,-0.726041,2.172047,-3.640832,,,,,,
1718,14.316667,-0.724813,2.173191,-3.643118,,,,,,
1719,14.325000,-0.720018,2.172572,-3.641505,,,,,,
1720,14.333333,-0.717010,2.172432,-3.643303,,,,,,
1721,14.341667,-0.715568,2.173444,-3.645577,,,,,,
1722,14.350000,-0.710111,2.172620,-3.644141,,,,,,
1723,14.358333,-0.706872,2.172434,-3.645872,,,,,,
1724,14.366667,-0.705473,2.173391,-3.647972,,,,,,
1725,14.375000,-0.699455,2.172338,-3.646827,,,,,,
1726,14.383333,-0.696360,2.172265,-3.647631,,,,,,
1727,14.391667,-0.694696,2.173582,-3.650033,,,,,,
1728,14.400000,-0.688697,2.171993,-3.648761,,,,,,
1729,14.408333,-0.685626,2.172311,-3.648990,,,,,,
1730,14.416667,-0.681168,2.171906,-3.649728,,,,,,
1731,14.425000,-0.677944,2.171952,-3.650118,,,,,,
1732,14.433333,-0.675756,2.172835,-3.652679,,,,,,
1733,14.441667,-0.669872,2.171648,-3.650663,,,,,,
1734,14.450000,-0.666233,2.171476,-3.651404,,,,,,
1735,14.458333,-0.661521,2.171277,-3.651886,,,,,,
1736,14.466667,-0.658049,2.171005,-3.652571,,,,,,
1737,14.475000,-0.655230,2.171664,-3.654600,,,,,,
1738,14.483333,-0.649187,2.170320,-3.653027,,,,,,
1739,14.491667,-0.646410,2.170963,-3.655287,,,,,,
1740,14.500000,-0.639828,2.169666,-3.653833,,,,,,
1741,14.508333,-0.637087,2.170139,-3.655799,,,,,,
1742,14.516667,-0.630689,2.169058,-3.654071,,,,,,
1743,14.525000,-0.627560,2.169496,-3.656561,,,,,,
1744,14.533333,-0.621126,2.168523,-3.654678,,,,,,
1745,14.541667,-0.616388,2.167927,-3.655508,,,,,,
1746,14.550000,-0.611400,2.167852,-3.655299,,,,,,
1747,14.558333,-0.608501,2.168387,-3.657698,,,,,,
1748,14.566667,-0.601197,2.166856,-3.656435,,,,,,
1749,14.575000,-0.598673,2.167802,-3.658413,,,,,,
1750,14.583333,-0.592865,2.167221,-3.658749,,,,,,
1751,14.591667,-0.588043,2.166777,-3.659033,,,,,,
1752,14.600000,-0.580946,2.165271,-3.657159,,,,,,
1753,14.608333,-0.577362,2.166092,-3.659297,,,,,,
1754,14.616667,-0.570577,2.164515,-3.657214,,,,,,
1755,14.625000,-0.567061,2.165250,-3.659255,,,,,,
1756,14.633333,-0.560400,2.163910,-3.657356,,,,,,
1757,14.641667,-0.554539,2.163796,-3.657674,,,,,,
1758,14.650000,-0.550233,2.163431,-3.657731,,,,,,
1759,14.658333,-0.544409,2.163024,-3.658099,,,,,,
1760,14.666667,-0.541589,2.163934,-3.660041,,,,,,
1761,14.675000,-0.534324,2.162607,-3.658580,,,,,,
1762,14.683333,-0.531271,2.162924,-3.661369,,,,,,
1763,14.691667,-0.524381,2.162079,-3.659231,,,,,,
1764,14.700000,-0.519580,2.161463,-3.660058,,,,,,
1765,14.708333,-0.514588,2.161263,-3.659912,,,,,,
1766,14.716667,-0.509721,2.160653,-3.660924,,,,,,
1767,14.725000,-0.504359,2.160698,-3.660802,,,,,,
1768,14.733333,-0.499479,2.160067,-3.661538,,,,,,
1769,14.741667,-0.494148,2.160106,-3.661519,,,,,,
1770,14.750000,-0.490853,2.160672,-3.663960,,,,,,
1771,14.758333,-0.483276,2.159415,-3.662615,,,,,,
1772,14.766667,-0.480545,2.160254,-3.664627,,,,,,
1773,14.775000,-0.472989,2.159176,-3.663244,,,,,,
1774,14.783333,-0.469952,2.160166,-3.665130,,,,,,
1775,14.791667,-0.463049,2.159116,-3.663485,,,,,,
1776,14.800000,-0.459997,2.160090,-3.665645,,,,,,
1777,14.808333,-0.453639,2.159623,-3.663673,,,,,,
1778,14.816667,-0.450534,2.160127,-3.666311,,,,,,
1779,14.825000,-0.444577,2.159972,-3.664167,,,,,,
1780,14.833333,-0.441503,2.160721,-3.666811,,,,,,
1781,14.841667,-0.435544,2.160346,-3.665236,,,,,,
1782,14.850000,-0.430994,2.160532,-3.665713,,,,,,
1783,14.858333,-0.426647,2.161099,-3.665764,,,,,,
1784,14.866667,-0.422080,2.161034,-3.666583,,,,,,
1785,14.875000,-0.417350,2.161910,-3.666188,,,,,,
1786,14.883333,-0.412511,2.161669,-3.667015,,,,,,
1787,14.891667,-0.407734,2.162446,-3.666451,,,,,,
1788,14.900000,-0.404613,2.163437,-3.669156,,,,,,
1789,14.908333,-0.397800,2.163058,-3.666842,,,,,,
1790,14.916667,-0.394894,2.164025,-3.669559,,,,,,
1791,14.925000,-0.387695,2.163619,-3.667642,,,,,,
1792,14.933333,-0.385007,2.164762,-3.670168,,,,,,
1793,14.941667,-0.377766,2.164088,-3.668412,,,,,,
1794,14.950000,-0.375078,2.165648,-3.670664,,,,,,
1795,14.958333,-0.368065,2.164646,-3.669067,,,,,,
1796,14.966667,-0.365262,2.166193,-3.671303,,,,,,
1797,14.975000,-0.358289,2.165375,-3.669275,,,,,,
1798,14.983333,-0.355523,2.166362,-3.671945,,,,,,
1799,14.991667,-0.348534,2.165762,-3.670048,,,,,,
1800,15.000000,-0.345236,2.166801,-3.672654,,,,,,
1801,15.008333,-0.338628,2.165776,-3.670756,,,,,,
1802,15.016667,-0.334821,2.167120,-3.673330,,,,,,
1803,15.025000,-0.328039,2.165923,-3.671948,,,,,,
1804,15.033333,-0.324497,2.166681,-3.674492,,,,,,
1805,15.041667,-0.317049,2.165881,-3.673295,,,,,,
1806,15.050000,-0.313468,2.166440,-3.675828,,,,,,
1807,15.058333,-0.306022,2.165645,-3.674577,,,,,,
1808,15.066667,-0.300296,2.165713,-3.674446,,,,,,
1809,15.075000,-0.296728,2.166010,-3.677490,,,,,,
1810,15.083333,-0.289259,2.165350,-3.675716,,,,,,
1811,15.091667,-0.286004,2.166090,-3.678190,,,,,,
1812,15.100000,-0.278546,2.164886,-3.676843,,,,,,
1813,15.108333,-0.275572,2.165708,-3.678808,,,,,,
1814,15.116667,-0.268350,2.164761,-3.677397,,,,,,
1815,15.125000,-0.264384,2.165325,-3.679526,,,,,,
1816,15.133333,-0.258025,2.164479,-3.677912,,,,,,
1817,15.141667,-0.251895,2.164378,-3.678107,,,,,,
1818,15.150000,-0.246831,2.163961,-3.678843,,,,,,
1819,15.158333,-0.241521,2.164038,-3.678587,,,,,,
1820,15.166667,-0.236178,2.163419,-3.679700,,,,,,
1821,15.175000,-0.231067,2.163725,-3.679261,,,,,,
1822,15.183333,-0.227649,2.163928,-3.682041,,,,,,
1823,15.191667,-0.220702,2.163086,-3.680495,,,,,,
1824,15.200000,-0.217353,2.163791,-3.682852,,,,,,
1825,15.208333,-0.210427,2.163051,-3.681147,,,,,,
1826,15.216667,-0.207364,2.163400,-3.683584,,,,,,
1827,15.225000,-0.200304,2.163416,-3.681580,,,,,,
1828,15.233333,-0.197956,2.163910,-3.683938,,,,,,
1829,15.241667,-0.191038,2.163646,-3.681801,,,,,,
1830,15.250000,-0.188787,2.164711,-3.683644,,,,,,
1831,15.258333,-0.182097,2.164219,-3.681555,,,,,,
1832,15.266667,-0.178262,2.164344,-3.681408,,,,,,
1833,15.275000,-0.173630,2.164896,-3.681684,,,,,,
1834,15.283333,-0.169894,2.165289,-3.681386,,,,,,
1835,15.291667,-0.167059,2.166114,-3.683367,,,,,,
1836,15.300000,-0.161391,2.165946,-3.681194,,,,,,
1837,15.308333,-0.158197,2.166978,-3.683023,,,,,,
1838,15.316667,-0.152443,2.166459,-3.680935,,,,,,
1839,15.325000,-0.149751,2.167393,-3.682599,,,,,,
1840,15.333333,-0.143735,2.167260,-3.679834,,,,,,
1841,15.341667,-0.141679,2.168153,-3.681234,,,,,,
1842,15.350000,-0.135590,2.167641,-3.678409,,,,,,
1843,15.358333,-0.132191,2.168027,-3.677831,,,,,,
1844,15.366667,-0.129717,2.168935,-3.679656,,,,,,
1845,15.375000,-0.124660,2.168477,-3.676948,,,,,,
1846,15.383333,-0.122669,2.169124,-3.678186,,,,,,
1847,15.391667,-0.117477,2.169081,-3.674726,,,,,,
1848,15.400000,-0.114551,2.169541,-3.673695,,,,,,
1849,15.408333,-0.112797,2.170111,-3.675260,,,,,,
1850,15.416667,-0.108041,2.170056,-3.671684,,,,,,
1851,15.425000,-0.106876,2.170942,-3.672705,,,,,,
1852,15.433333,-0.101472,2.170765,-3.669071,,,,,,
1853,15.441667,-0.098809,2.171118,-3.667646,,,,,,
1854,15.450000,-0.097537,2.171790,-3.668683,,,,,,
1855,15.458333,-0.092216,2.171786,-3.664888,,,,,,
1856,15.466667,-0.089615,2.172162,-3.663307,,,,,,
1857,15.475000,-0.088587,2.173021,-3.664053,,,,,,
1858,15.483333,-0.085688,2.173558,-3.662263,,,,,,
1859,15.491667,-0.081144,2.173178,-3.658618,,,,,,
1860,15.500000,-0.080121,2.174228,-3.658861,,,,,,
1861,15.508333,-0.075642,2.174100,-3.654827,,,,,,
1862,15.516667,-0.073025,2.174542,-3.653571,,,,,,
1863,15.525000,-0.072134,2.175660,-3.653569,,,,,,
1864,15.533333,-0.067890,2.175234,-3.649601,,,,,,
1865,15.541667,-0.066060,2.175879,-3.647839,,,,,,
1866,15.550000,-0.064924,2.177094,-3.647983,,,,,,
1867,15.558333,-0.060602,2.176482,-3.644309,,,,,,
1868,15.566667,-0.058906,2.176866,-3.642490,,,,,,
1869,15.575000,-0.058899,2.177838,-3.642509,,,,,,
1870,15.583333,-0.056335,2.177934,-3.640917,,,,,,
1871,15.591667,-0.052245,2.177521,-3.636937,,,,,,
1872,15.600000,-0.052058,2.178563,-3.636933,,,,,,
1873,15.608333,-0.050094,2.178770,-3.634925,,,,,,
1874,15.616667,-0.046051,2.178070,-3.630357,,,,,,
1875,15.625000,-0.044242,2.177950,-3.628511,,,,,,
1876,15.633333,-0.043916,2.178390,-3.628976,,,,,,
1877,15.641667,-0.041688,2.178338,-3.626619,,,,,,
1878,15.650000,-0.038289,2.177385,-3.622108,,,,,,
1879,15.658333,-0.036746,2.177400,-3.620408,,,,,,
1880,15.666667,-0.036970,2.178105,-3.620238,,,,,,
1881,15.675000,-0.034838,2.177767,-3.617919,,,,,,
1882,15.683333,-0.030908,2.176895,-3.613613,,,,,,
1883,15.691667,-0.029567,2.176592,-3.611696,,,,,,
1884,15.700000,-0.029164,2.177297,-3.611013,,,,,,
1885,15.708333,-0.027594,2.176989,-3.608572,,,,,,
1886,15.716667,-0.026195,2.176866,-3.605753,,,,,,
1887,15.725000,-0.022731,2.175955,-3.601337,,,,,,
1888,15.733333,-0.022796,2.176359,-3.600757,,,,,,
1889,15.741667,-0.021190,2.176064,-3.598178,,,,,,
1890,15.750000,-0.017467,2.175147,-3.593188,,,,,,
1891,15.758333,-0.016657,2.174901,-3.590693,,,,,,
1892,15.766667,-0.016655,2.175297,-3.590107,,,,,,
1893,15.775000,-0.015124,2.174990,-3.586703,,,,,,
1894,15.783333,-0.012059,2.174298,-3.581555,,,,,,
1895,15.791667,-0.010899,2.174223,-3.578243,,,,,,
1896,15.800000,-0.011173,2.174832,-3.577599,,,,,,
1897,15.808333,-0.009408,2.174171,-3.574139,,,,,,
1898,15.816667,-0.006130,2.173743,-3.568510,,,,,,
1899,15.825000,-0.004932,2.173428,-3.565559,,,,,,
1900,15.833333,-0.003637,2.173247,-3.562147,,,,,,
1901,15.841667,-0.003891,2.173760,-3.560565,,,,,,
1902,15.850000,-0.000906,2.172809,-3.554848,,,,,,
1903,15.858333,-0.000116,2.173016,-3.551094,,,,,,
1904,15.866667,-0.000624,2.173558,-3.549597,,,,,,
1905,15.875000,0.000502,2.173502,-3.545734,,,,,,
1906,15.883333,0.003779,2.172726,-3.539592,,,,,,
1907,15.891667,0.004665,2.172645,-3.536057,,,,,,
1908,15.900000,0.005650,2.172678,-3.532073,,,,,,
1909,15.908333,0.005152,2.173234,-3.530246,,,,,,
1910,15.916667,0.008551,2.172451,-3.523592,,,,,,
1911,15.925000,0.009336,2.172127,-3.519750,,,,,,
1912,15.933333,0.009126,2.172709,-3.517470,,,,,,
1913,15.941667,0.012448,2.172167,-3.510764,,,,,,
1914,15.950000,0.013893,2.171792,-3.506382,,,,,,
1915,15.958333,0.014962,2.171761,-3.502251,,,,,,
1916,15.966667,0.014683,2.172455,-3.499717,,,,,,
1917,15.975000,0.017729,2.171898,-3.492180,,,,,,
1918,15.983333,0.018936,2.171623,-3.487945,,,,,,
1919,15.991667,0.019979,2.171435,-3.483131,,,,,,
1920,16.000000,0.021273,2.171626,-3.477260,,,,,,
1921,16.008333,0.022244,2.171492,-3.472429,,,,,,
1922,16.016667,0.023343,2.171374,-3.467363,,,,,,
1923,16.025000,0.023010,2.172079,-3.463952,,,,,,
1924,16.033333,0.025892,2.171369,-3.456462,,,,,,
1925,16.041667,0.026646,2.171226,-3.451052,,,,,,
1926,16.050000,0.026134,2.171903,-3.447374,,,,,,
1927,16.058333,0.029584,2.171336,-3.439629,,,,,,
1928,16.066667,0.030718,2.171125,-3.434418,,,,,,
1929,16.075000,0.030150,2.171875,-3.430561,,,,,,
1930,16.083333,0.033819,2.171034,-3.422189,,,,,,
1931,16.091667,0.034966,2.170897,-3.417018,,,,,,
1932,16.100000,0.034812,2.171912,-3.412751,,,,,,
1933,16.108333,0.037980,2.171173,-3.404343,,,,,,
1934,16.116667,0.039032,2.171046,-3.398889,,,,,,
1935,16.125000,0.038897,2.171918,-3.394313,,,,,,
1936,16.133333,0.041583,2.171315,-3.386068,,,,,,
1937,16.141667,0.042278,2.171145,-3.380088,,,,,,
1938,16.150000,0.041855,2.172007,-3.375937,,,,,,
1939,16.158333,0.044782,2.171232,-3.367316,,,,,,
1940,16.166667,0.045235,2.171295,-3.361553,,,,,,
1941,16.175000,0.044423,2.172054,-3.357114,,,,,,
1942,16.183333,0.047455,2.171607,-3.348144,,,,,,
1943,16.191667,0.048078,2.171282,-3.342215,,,,,,
1944,16.200000,0.047345,2.172067,-3.337617,,,,,,
1945,16.208333,0.050086,2.171634,-3.328266,,,,,,
1946,16.216667,0.050545,2.171655,-3.321986,,,,,,
1947,16.225000,0.051348,2.171685,-3.315547,,,,,,
1948,16.233333,0.052521,2.172056,-3.308332,,,,,,
1949,16.241667,0.052933,2.172122,-3.301841,,,,,,
1950,16.250000,0.053533,2.172168,-3.295393,,,,,,
1951,16.258333,0.052498,2.173214,-3.290597,,,,,,
1952,16.266667,0.055011,2.172575,-3.281783,,,,,,
1953,16.275000,0.055692,2.172250,-3.275334,,,,,,
1954,16.283333,0.054617,2.172913,-3.270535,,,,,,
1955,16.291667,0.057204,2.172394,-3.261520,,,,,,
1956,16.300000,0.057610,2.172270,-3.255337,,,,,,
1957,16.308333,0.058634,2.171992,-3.248812,,,,,,
1958,16.316667,0.059978,2.172074,-3.241841,,,,,,
1959,16.325000,0.060648,2.171903,-3.235909,,,,,,
1960,16.333333,0.061758,2.171868,-3.229282,,,,,,
1961,16.341667,0.063201,2.171756,-3.222538,,,,,,
1962,16.350000,0.063877,2.171497,-3.216817,,,,,,
1963,16.358333,0.064819,2.171615,-3.210144,,,,,,
1964,16.366667,0.065860,2.171778,-3.203121,,,,,,
1965,16.375000,0.066444,2.171710,-3.197005,,,,,,
1966,16.383333,0.066963,2.171707,-3.190950,,,,,,
1967,16.391667,0.066229,2.172412,-3.186593,,,,,,
1968,16.400000,0.068284,2.171710,-3.178680,,,,,,
1969,16.408333,0.068601,2.171569,-3.172900,,,,,,
1970,16.416667,0.067649,2.172266,-3.168790,,,,,,
1971,16.425000,0.070398,2.171597,-3.161112,,,,,,
1972,16.433333,0.071182,2.171364,-3.156062,,,,,,
1973,16.441667,0.072168,2.170977,-3.151056,,,,,,
1974,16.450000,0.071806,2.171429,-3.147525,,,,,,
1975,16.458333,0.074918,2.170441,-3.140227,,,,,,
1976,16.466667,0.076298,2.170024,-3.135500,,,,,,
1977,16.475000,0.077524,2.169663,-3.130588,,,,,,
1978,16.483333,0.079080,2.169159,-3.125444,,,,,,
1979,16.491667,0.080016,2.168585,-3.121170,,,,,,
1980,16.500000,0.081255,2.167917,-3.116362,,,,,,
1981,16.508333,0.082666,2.167491,-3.111599,,,,,,
1982,16.516667,0.083883,2.167002,-3.106530,,,,,,
1983,16.525000,0.084543,2.166585,-3.102869,,,,,,
1984,16.533333,0.084550,2.166898,-3.099686,,,,,,
1985,16.541667,0.087502,2.166031,-3.093130,,,,,,
1986,16.550000,0.088743,2.165574,-3.089136,,,,,,
1987,16.558333,0.089871,2.165420,-3.084966,,,,,,
1988,16.566667,0.091330,2.165620,-3.079907,,,,,,
1989,16.575000,0.092384,2.165411,-3.076072,,,,,,
1990,16.583333,0.093396,2.165093,-3.071275,,,,,,
1991,16.591667,0.094326,2.165138,-3.066888,,,,,,
1992,16.600000,0.095682,2.165202,-3.062246,,,,,,
1993,16.608333,0.096247,2.165158,-3.058137,,,,,,
1994,16.616667,0.097118,2.165096,-3.053968,,,,,,
1995,16.625000,0.097193,2.165611,-3.051368,,,,,,
1996,16.633333,0.099640,2.165062,-3.045053,,,,,,
1997,16.641667,0.100516,2.164917,-3.041538,,,,,,
1998,16.650000,0.101435,2.164843,-3.037642,,,,,,
1999,16.658333,0.101490,2.165393,-3.035292,,,,,,
2000,16.666667,0.104077,2.164766,-3.029556,,,,,,
2001,16.675000,0.104948,2.164383,-3.026006,,,,,,
2002,16.683333,0.105955,2.164104,-3.022514,,,,,,
2003,16.691667,0.105933,2.164587,-3.019699,,,,,,
2004,16.700000,0.108293,2.163706,-3.014328,,,,,,
2005,16.708333,0.108526,2.163398,-3.010508,,,,,,
2006,16.716667,0.109431,2.162782,-3.006820,,,,,,
2007,16.725000,0.110001,2.162579,-3.002915,,,,,,
2008,16.733333,0.109589,2.163031,-3.000268,,,,,,
2009,16.741667,0.111584,2.162152,-2.994613,,,,,,
2010,16.750000,0.111710,2.161991,-2.990747,,,,,,
2011,16.758333,0.112173,2.161841,-2.986940,,,,,,
2012,16.766667,0.112476,2.161552,-2.982340,,,,,,
2013,16.775000,0.111660,2.162133,-2.979627,,,,,,
2014,16.783333,0.113574,2.161277,-2.973594,,,,,,
2015,16.791667,0.113580,2.161264,-2.969486,,,,,,
2016,16.800000,0.113740,2.161031,-2.965189,,,,,,
2017,16.808333,0.113934,2.160793,-2.960938,,,,,,
2018,16.816667,0.113949,2.160786,-2.956303,,,,,,
2019,16.825000,0.114518,2.160743,-2.951944,,,,,,
2020,16.833333,0.114611,2.160894,-2.946988,,,,,,
2021,16.841667,0.114381,2.160633,-2.943052,,,,,,
2022,16.850000,0.114581,2.160183,-2.938870,,,,,,
2023,16.858333,0.114438,2.160177,-2.934109,,,,,,
2024,16.866667,0.113502,2.160853,-2.931144,,,,,,
2025,16.875000,0.114931,2.159903,-2.925035,,,,,,
2026,16.883333,0.114695,2.159943,-2.919933,,,,,,
2027,16.891667,0.114676,2.159545,-2.915509,,,,,,
2028,16.900000,0.114287,2.159376,-2.910759,,,,,,
2029,16.908333,0.114074,2.159326,-2.905796,,,,,,
2030,16.916667,0.114249,2.159212,-2.900924,,,,,,
2031,16.925000,0.114346,2.158960,-2.895963,,,,,,
2032,16.933333,0.114008,2.158619,-2.890808,,,,,,
2033,16.941667,0.113692,2.158327,-2.886166,,,,,,
2034,16.950000,0.113026,2.158208,-2.881549,,,,,,
2035,16.958333,0.112659,2.158072,-2.876679,,,,,,
2036,16.966667,0.112106,2.157839,-2.871592,,,,,,
2037,16.975000,0.111779,2.157797,-2.866579,,,,,,
2038,16.983333,0.110309,2.158175,-2.863551,,,,,,
2039,16.991667,0.111588,2.157647,-2.856220,,,,,,
2040,17.000000,0.110864,2.157503,-2.851684,,,,,,
2041,17.008333,0.110354,2.157273,-2.846727,,,,,,
2042,17.016667,0.109568,2.157314,-2.841374,,,,,,
2043,17.025000,0.108785,2.157127,-2.836464,,,,,,
2044,17.033333,0.108268,2.157287,-2.831454,,,,,,
2045,17.041667,0.107827,2.157101,-2.826137,,,,,,
2046,17.050000,0.107180,2.157241,-2.820820,,,,,,
2047,17.058333,0.106430,2.157174,-2.815516,,,,,,
2048,17.066667,0.105655,2.157254,-2.810568,,,,,,
2049,17.075000,0.104912,2.157142,-2.806144,,,,,,
2050,17.083333,0.104255,2.157084,-2.800988,,,,,,
2051,17.091667,0.103589,2.157062,-2.796317,,,,,,
2052,17.100000,0.102693,2.157003,-2.791616,,,,,,
2053,17.108333,0.101842,2.157350,-2.785976,,,,,,
2054,17.116667,0.101570,2.157301,-2.781185,,,,,,
2055,17.125000,0.101163,2.157340,-2.776413,,,,,,
2056,17.133333,0.100432,2.157826,-2.770935,,,,,,
2057,17.141667,0.099760,2.157825,-2.766240,,,,,,
2058,17.150000,0.098868,2.157892,-2.761902,,,,,,
2059,17.158333,0.098085,2.158234,-2.756885,,,,,,
2060,17.166667,0.097630,2.158305,-2.752572,,,,,,
2061,17.175000,0.096983,2.158457,-2.748522,,,,,,
2062,17.183333,0.096458,2.158651,-2.743948,,,,,,
2063,17.191667,0.096002,2.159108,-2.739646,,,,,,
2064,17.200000,0.095560,2.159582,-2.735115,,,,,,
2065,17.208333,0.095134,2.160030,-2.730541,,,,,,
2066,17.216667,0.094718,2.160305,-2.727039,,,,,,
2067,17.225000,0.094330,2.160574,-2.723075,,,,,,
2068,17.233333,0.094151,2.160794,-2.719917,,,,,,
2069,17.241667,0.093778,2.161191,-2.715856,,,,,,
2070,17.250000,0.093532,2.161576,-2.712530,,,,,,
2071,17.258333,0.093364,2.161896,-2.708799,,,,,,
2072,17.266667,0.093362,2.162174,-2.705554,,,,,,
2073,17.275000,0.093230,2.162532,-2.701544,,,,,,
2074,17.283333,0.092912,2.162764,-2.698298,,,,,,
2075,17.291667,0.092480,2.162793,-2.695026,,,,,,
2076,17.300000,0.092267,2.162751,-2.692205,,,,,,
2077,17.308333,0.092068,2.162678,-2.689011,,,,,,
2078,17.316667,0.091897,2.162621,-2.686420,,,,,,
2079,17.325000,0.091928,2.162563,-2.683151,,,,,,
2080,17.333333,0.091791,2.162587,-2.680034,,,,,,
